MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Operation/Operation-Procedure.page.md	input/intro-notes/StructureDefinition-mii-pr-onko-operation-intro.md	content about one artefact - its intro note (human-reviewed: per subject-frontmatter korrigiert)	1	tokens match on mii-sp-onko-procedure-ext-operation-intention (25 candidate artefacts)
MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Operation/Extension-Intention.page.md	input/intro-notes/StructureDefinition-mii-ex-onko-operation-intention-intro.md	content about one artefact - its intro note	1	tokens match on mii-ex-onko-operation-intention (11 candidate artefacts)
MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Operation/Extension-Urgency.page.md	input/intro-notes/StructureDefinition-mii-ex-onko-operation-urgency-intro.md	content about one artefact - its intro note	1	tokens match on mii-ex-onko-operation-urgency (3 candidate artefacts)
MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Strahlentherapie-Procedure.page.md	input/intro-notes/StructureDefinition-mii-pr-onko-strahlentherapie-intro.md	content about one artefact - its intro note (human-reviewed: per subject-frontmatter korrigiert)	1	tokens match on mii-sp-onko-procedure-strahlentherapie-strahlenart (38 candidate artefacts)
MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Bestrahlungstherapie-Procedure.page.md	input/intro-notes/StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-strahlentherapie-intro.md	content about one artefact - its intro note (human-reviewed: per subject-frontmatter korrigiert)	1	tokens match on mii-sp-onko-procedure-ext-operation-intention (9 candidate artefacts)
MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/NuklearmedizinischeTherapie-Procedure.page.md	input/intro-notes/StructureDefinition-mii-pr-onko-strahlentherapie-bestrahlung-nuklearmedizin-intro.md	content about one artefact - its intro note (human-reviewed: per subject-frontmatter korrigiert)	1	tokens match on mii-sp-onko-procedure-ext-operation-intention (9 candidate artefacts)
MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Intention.page.md	input/intro-notes/StructureDefinition-mii-ex-onko-strahlentherapie-intention-intro.md	content about one artefact - its intro note (human-reviewed: per subject-frontmatter korrigiert)	1	tokens match on mii-ex-onko-operation-intention (11 candidate artefacts)
MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Stellung.page.md	input/intro-notes/StructureDefinition-mii-ex-onko-strahlentherapie-stellungzurop-intro.md	content about one artefact - its intro note (human-reviewed: per subject-frontmatter korrigiert)	1	tokens match on mii-cm-onko-therapie-stellung-sct (1 candidate artefact)
MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Strahlentherapie/Extension-Bestrahlung.page.md	input/intro-notes/StructureDefinition-mii-ex-onko-strahlentherapie-bestrahlung-intro.md	content about one artefact - its intro note (human-reviewed: Parent-Extension statt Kind)	1	tokens match on mii-ex-onko-strahlentherapie-bestrahlung-boost (6 candidate artefacts)
MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Systemische-Therapie/Systemische-Therapie-Procedure.page.md	input/intro-notes/StructureDefinition-mii-pr-onko-systemische-therapie-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-onko-systemische-therapie (21 candidate artefacts)
